Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20150223,20552,2015,5/20/2015 6:31 PM,31130,DCP MIDSTREAM,THREE RIVERS METER STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,GEORGE WEST,LIVE OAK,TX,"2,840,632","-9,813,716",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,770,0,0,770,YES,NO,NO,,,0,,,,,,,,,,,,,2000,30000,0,0,0,0,32000
20150215,20511,2015,5/21/2015 9:45 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,MIDLAND STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,MIDLAND,MIDLAND,TX,"32,023,877","-102,017,721",CORROSION,INTERNAL,10,,10,0,NO,NO,YES,5/21/2015 9:45,5/21/2015 16:15,0,,,,,,,,,,,,,15000,500,0,0,0,0,15500
20150212,20776,2015,5/21/2015 10:30 AM,32147,MARATHON PIPE LINE LLC,PATOKA CAPLINE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,VERNON,MARION,IL,"38,789,242","-89,065,026",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,5,,5,0,NO,NO,NO,,,0,,,,,,,,,,,,,10,400,0,12000,0,0,12410
20150226,20533,2015,5/21/2015 3:10 PM,300,"PLAINS PIPELINE, L.P.",BERRY GARDENDALE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,GARDENDALE,ECTOR,TX,"32,010,188","-1,023,365",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1,,1,0,NO,NO,NO,,,0,,,,,,,,,,,,,1500,50,0,2800,0,0,4350
20150197,20477,2015,5/23/2015 5:41 AM,18092,"SFPP, LP",ROCKLIN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,ROCKLIN,PLACER,CA,"38,780,153","-121,246,941",MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.83,,0.83,0,NO,NO,YES,5/23/2015 5:42,5/23/2015 11:53,0,,,,,,,,,,,,,500,78,0,5000,0,0,5578
20150229,20618,2015,5/25/2015 7:33 AM,31174,"SHELL PIPELINE CO., L.P.",TRACY PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,TRACY,SAN JOAQUIN,CA,"37,721,661","-12,154,831",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,7.86,,1.66,6.2,YES,NO,YES,5/25/2015 7:39,5/25/2015 21:30,0,,,,,,,,,,,,,1000000,340,0,5000,0,0,1005340
20150203,20996,2015,5/25/2015 2:15 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,LAWSON,ONSHORE,ABOVEGROUND,CRUDE OIL,,,ODESSA,ECTOR,TX,"31,899,768","-102,638,984",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.2,,0.2,0,NO,NO,YES,5/25/2015 14:15,5/25/2015 16:00,0,,,,,,,,,,,,,2500,20,0,0,0,0,2520
20150231,20697,2015,5/26/2015 7:40 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",EAST HOUSTON TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,HOUSTON,HARRIS,TX,"2,979,181","-9,528,233",NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,172,,172,0,NO,NO,NO,,,0,,,,,,,,,,,,,150000,4019,0,6000,50000,0,210019
20150221,21351,2015,5/27/2015 12:30 PM,2552,COLONIAL PIPELINE CO,CHURCH POINT STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,CHURCH POINT,ACADIA,LA,"3,044,471","-9,229,098",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.24,,0.24,0,NO,NO,YES,5/27/2015 13:00,5/27/2015 18:20,0,,,,,,,,,,,,,14970,30,0,0,0,0,15000
20150230,20849,2015,5/28/2015 7:00 AM,18718,SUNOCO PIPELINE L.P.,CORSICANA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CORSICANA,NAVARRO,TX,"320,711","-9,647,409",INCORRECT OPERATION,INCORRECT VALVE POSITION,20,,17,3,NO,NO,NO,,,0,,,,,,,,,,,,,0,163,0,25000,5000,0,30163
20150235,20555,2015,5/28/2015 1:30 PM,32099,ENERGY TRANSFER COMPANY,TXBW1P2C,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,KERMIT,WINKLER,TX,"317,316","-102,988",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.5,90,0,0.5,NO,NO,YES,5/28/2015 13:30,5/29/2015 2:00,0,,,,,,,,,,,,,0,1500,0,0,0,0,1500
20150214,21293,2015,5/29/2015 5:00 PM,26149,ALYESKA PIPELINE SERVICE CO,PUMP STATION 10,ONSHORE,UNDERGROUND,CRUDE OIL,,,,Not Within a County or Parish,AK,"6,342,546","-1,457,665",NATURAL FORCE DAMAGE,EARTH MOVEMENT,0.24,,0.24,0,NO,NO,NO,,,0,,,,,,,,,,,,,2960000,0,0,400000,300000,0,3660000
20150236,21197,2015,5/31/2015 1:26 AM,300,"PLAINS PIPELINE, L.P.",NEW MEXICO PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,JAL,LEA,NM,"3,208,164","-10,318,105",NATURAL FORCE DAMAGE,LIGHTNING,35,,35,0,NO,NO,YES,5/31/2015 1:52,1/6/2015 15:25,0,,,,,,,,,,,,,900,570,0,43000,0,0,44470
20150238,21063,2015,5/31/2015 1:29 PM,18718,SUNOCO PIPELINE L.P.,DIBOLL STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,DIBOLL,ANGELINA,TX,"3,115,918","-946,758",CORROSION,INTERNAL,60,,50,10,NO,NO,NO,,,0,,,,,,,,,,,,,5000,568,0,21488,100000,0,127056
20150237,21807,2015,1/6/2015 4:09,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,RAMAH PUMP STATION,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,,IBERVILLE,LA,"30,386,817","-91,507,267",MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",8.98,9.63,7.18,1.8,NO,NO,YES,1/6/2015 2:28,3/6/2015 23:45,0,,,,,,,,,,,,,49400,635,0,17820,0,0,67855
20150239,20802,2015,1/6/2015 11:00,22442,WEST TEXAS GULF PIPELINE CO,WTG-COLORADO CITY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,COLORADO CITY,SCURRY,TX,"3,252,944","-10,083,055",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.71,,0.71,0,NO,NO,NO,,,0,,,,,,,,,,,,,2000,0,0,3000,0,0,5000
20150253,20651,2015,2/6/2015 4:05,300,"PLAINS PIPELINE, L.P.",CHEVRON-BELRIDGE CGC31X,ONSHORE,UNDERGROUND,CRUDE OIL,,,MCKITTRICK,KERN,CA,"35,466,951","-119,704,428",CORROSION,INTERNAL,12.7,,12.7,0,NO,NO,YES,1/6/2015 13:30,3/6/2015 19:00,0,,,,,,,,,,,,,17000,719,0,22000,67000,0,106719
20150232,20551,2015,2/6/2015 17:30,2552,COLONIAL PIPELINE CO,OXFORD STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,OXFORD,CALHOUN,AL,"33,598,881","-85,825,495",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.26,,0.26,0,NO,NO,YES,3/6/2015 9:55,3/6/2015 10:20,0,,,,,,,,,,,,,100,35,0,3000,2800,0,5935
20150227,20538,2015,2/6/2015 21:42,31684,PHILLIPS 66 PIPELINE LLC,"ORCUTT 8""",ONSHORE,UNDERGROUND,CRUDE OIL,,,SANTA MARIA,SANTA BARBARA,CA,"34,882,052","-120,445,707",CORROSION,EXTERNAL,0.91,,0.91,0,NO,NO,YES,2/6/2015 21:44,4/6/2015 18:30,0,,,,,,,,,,,,,10000,45,5000,60000,5000,0,80045
20150233,21432,2015,5/6/2015 8:20,2552,COLONIAL PIPELINE CO,YORKTOWN JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,WILLIAMSBURG,JAMES CITY,VA,"37,202,167","-76,605,211",ALL OTHER CAUSES,MISCELLANEOUS,0.67,,0.67,0,NO,NO,NO,,,0,,,,,,,,,,,,,100,100,0,8500,1000,2000,11700
20150243,20567,2015,5/6/2015 23:37,31957,KINDER MORGAN WINK PIPELINE LP,GUADALUPE PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,PINE SPRINGS,CULBERSON,TX,"318,526","-1,045,573",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.5,,0,1.5,NO,NO,YES,5/6/2015 23:15,8/6/2015 20:18,0,,,,,,,,,,,,,10000,83,0,1000,0,0,11083
20150242,21000,2015,6/6/2015 2:40,22610,"MAGELLAN PIPELINE COMPANY, LP",EAST HOUSTON TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HOUSTON,HARRIS,TX,"2,979,477","-952,821",CORROSION,INTERNAL,0.47,,0.47,0,NO,NO,NO,,,0,,,,,,,,,,,,,25,50,0,8000,0,0,8075
20150228,20838,2015,6/6/2015 17:15,32450,"ROADRUNNER PIPELINE, L.L.C.",ROADRUNNER PIPELINE LLC/LOVINGTON PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,LOVINGTON,LEA,NM,"32,524,731","-10,318,819",ALL OTHER CAUSES,MISCELLANEOUS,0.25,,0,0.25,NO,NO,YES,6/6/2015 17:15,6/6/2015 19:15,0,,,,,,,,,,,,,0,25,0,500,5000,0,5525
20150244,20859,2015,7/6/2015 20:38,22442,WEST TEXAS GULF PIPELINE CO,WTG-COLORADO CITY TO WORTHAM,ONSHORE,UNDERGROUND,CRUDE OIL,,,WORTHAM,FREESTONE,TX,"3,184,825","-9,653,672",CORROSION,EXTERNAL,1,,0.5,0.5,NO,NO,YES,7/6/2015 20:42,9/6/2015 8:12,0,,,,,,,,,,,,,20000,30,0,10000,0,0,30030
20150234,21081,2015,7/6/2015 20:53,31174,"SHELL PIPELINE CO., L.P.",JULIEN PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,ST. MARY,LA,"2,984,692,774","-9,165,165,833",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.6,,0.6,0,NO,NO,YES,7/6/2015 20:54,8/6/2015 2:35,0,,,,,,,,,,,,,500,0,0,4500,0,0,5000
20150241,20565,2015,8/6/2015 15:30,4805,EXPLORER PIPELINE CO,VINITA PUMP STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,AFTON,DELAWARE,OK,"3,664,234,919","-949,731,575",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.18,,0.18,0,NO,NO,NO,,,0,,,,,,,,,,,,,25,23,0,5000,4500,0,9548
20160133,21388,2015,9/6/2015 9:00,32537,WYOMING PIPELINE COMPANY,BUCK CREEK STATION,ONSHORE,TANK,CRUDE OIL,,,,NIOBRARA,WY,"432,180,944","-104,432,967",MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,40,,40,0,NO,NO,NO,,,0,,,,,,,,,,,,,100,2000,0,0,800,0,2900
20150245,20571,2015,10/6/2015 14:30,30829,ENTERPRISE CRUDE PIPELINE LLC,COWDEN STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MIDLAND,COWDEN,TX,"32,088,721","-102,137,958",MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.4,,0.4,0,NO,NO,NO,,,0,,,,,,,,,,,,,2150,50,0,0,0,0,2200
20150240,20708,2015,11/6/2015 13:30,32147,MARATHON PIPE LINE LLC,CHATHAM STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,WORLAND,WASHAKIE,WY,"43,861,789","-108,166,073",CORROSION,INTERNAL,3.5,,3.5,0,NO,NO,YES,11/6/2015 13:18,11/6/2015 18:30,0,,,,,,,,,,,,,100,100,0,15000,0,0,15200
20150247,20581,2015,12/6/2015 14:50,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",KINDER MORGAN,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,CARTERET,MIDDLESEX,NJ,"40,589","-74,217",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3.57,,3.57,0,NO,NO,YES,12/6/2015 14:50,6/15/2015 12:00,0,,,,,,,,,,,,,15000,10584,0,0,0,0,25584
20150248,21086,2015,6/14/2015 10:09 PM,18718,SUNOCO PIPELINE L.P.,TOLEDO PUMP STATION (TOL5),ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHANE,OREGON,LUCAS,OH,"4,162,247","-8,348,496",MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.4,0.5,0,0.4,NO,NO,YES,6/14/2015 22:09,6/16/2015 12:38,0,,,,,,,,,,,,,20,20,0,2500,0,0,2540
20150254,21073,2015,6/15/2015 11:01 PM,1845,"BUCKEYE PARTNERS, LP",AUBURN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,AUBURN,ONONGADA,NY,"42,957,732","-76,527,389",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,5.7,,5.7,0,NO,NO,YES,6/15/2015 23:01,6/16/2015 5:45,0,,,,,,,,,,,,,2000,500,0,1000,1500,0,5000
20150255,20773,2015,6/16/2015 2:31 AM,22855,"KOCH PIPELINE COMPANY, L.P.",LIBERTY PUMP STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHANE,LIBERTY,LIBERTY,TX,"29,926,983","-94,699,149",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.05,0.74,0,4.05,NO,NO,NO,,,0,,,,,,,,,,,,,0,37,0,7987,0,0,8024
20150256,20593,2015,6/16/2015 1:40 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",FLANAGAN TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,PONTIAC,LIVINGSTON,IL,"40,943,291","-88,647,391",INCORRECT OPERATION,INCORRECT INSTALLATION,3,,3,0,NO,NO,YES,6/16/2015 13:40,6/17/2015 19:25,0,,,,,,,,,,,,,12000,200,0,110000,10000,0,132200
20150246,20577,2015,6/16/2015 5:00 PM,32109,"ONEOK NGL PIPELINE, LLC","NORTH SNYDER TO SNYDER STATION SCURRY 6""",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,SCURRY,TX,"3,281,384","-10,093,662",EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1609,85,0,1609,NO,NO,YES,6/16/2015 17:05,6/20/2015 2:00,7,,,,,,,,,,,,,110000,33677,1500,2500,0,2000,149677
20150257,21377,2015,6/18/2015 4:09 AM,31454,"NUSTAR LOGISTICS, L.P.",40P HOUSTON LPG PIPELINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,VICTORIA,TX,"2,857,446","-9,693,008",CORROSION,EXTERNAL,8000,0,0,8000,NO,NO,NO,,,0,,,,,,,,,,,,,648703,162120,120000,96840,0,14784,1042447
20150264,21431,2015,6/18/2015 8:09 AM,31454,"NUSTAR LOGISTICS, L.P.",40P HOUSTON LPG PIPELINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,MATAGORDA,TX,"291,425,929","-959,728,079",CORROSION,EXTERNAL,315,0,0,315,NO,NO,NO,,,0,,,,,,,,,,,,,271645,6383,0,153556,0,7392,438976
20160157,21391,2015,6/19/2015 8:00 AM,32537,WYOMING PIPELINE COMPANY,WYOMING PIPELINE CO.,ONSHORE,UNDERGROUND,CRUDE OIL,,,,WESTON,WY,"4,350,343","-10,415,236",MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2,,0,2,NO,NO,NO,,,0,,,,,,,,,,,,,1200,100,0,6000,4000,0,11300
20150259,21265,2015,6/19/2015 10:56 PM,22442,WEST TEXAS GULF PIPELINE CO,WTG-WORTHAM STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,WORTHAM,FREESTONE,TX,"3,177,691","-9,639,599",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3300,,3100,200,NO,NO,YES,6/19/2015 23:01,6/21/2015 0:20,0,,,,,,,,,,,,,40000,11200,0,403551,210000,0,664751
20150263,20605,2015,6/22/2015 12:58 PM,31174,"SHELL PIPELINE CO., L.P.",MANCHESTER PROYPYLENE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPYLENE,PASADENA,HARRIS,TX,"2,970,687,777","-9,524,941,107",OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,4.71,760,0,4.71,NO,NO,YES,6/22/2015 13:02,6/27/2015 1:45,0,,,,,,,,,,,,,1000000,40000,0,200000,0,0,1240000
20150258,20595,2015,6/22/2015 1:00 PM,26112,VALERO REFINING-TEXAS L.P.,VALERO-SHELL TIE-IN,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPYLENE,HOUSTON,HARRIS,TX,"29,706,862","-95,249,419",OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,976,0,0,976,NO,NO,YES,6/22/2015 13:00,6/26/2015 15:15,0,,,,,,,0,0,0,0,1,1,62000,688000,0,0,0,26753,776753
20160131,21387,2015,6/23/2015 4:00 AM,32537,WYOMING PIPELINE COMPANY,THUNDER CREEK STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,WESTON,WY,"43,666,603","-105,067,905",MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,1,,0,1,NO,NO,NO,,,0,,,,,,,,,,,,,0,30,0,0,0,300,330
20150261,21332,2015,6/23/2015 7:58 AM,2552,COLONIAL PIPELINE CO,LINDEN JUNCTION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,AVENEL,MIDDLESEX COUNTY,NJ,"4,057,667","-7,425,472",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.1,,0.1,0,NO,NO,YES,6/23/2015 8:15,6/24/2015 18:15,0,,,,,,,,,,,,,60000,10,0,0,8000,0,68010
20150262,20602,2015,6/23/2015 8:30 AM,31684,PHILLIPS 66 PIPELINE LLC,BORGER-DENVER,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,,CROWLEY,CO,"38,215,783","-103,562,679",MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.01,,0,0.01,YES,NO,YES,6/23/2015 8:30,6/27/2015 9:30,0,,,,,,,,,,,,,80000,0,0,0,0,0,80000
20150266,20850,2015,6/23/2015 4:25 PM,18718,SUNOCO PIPELINE L.P.,CORSICANA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CORSICANA,NAVARRO,TX,"3,207,175","-9,647,357",INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.36,,0,0.36,YES,NO,NO,,,0,,,,,,,,,,,,,30000,22,0,2000,1000,0,33022
20150265,20610,2015,6/25/2015 3:00 PM,32109,"ONEOK NGL PIPELINE, LLC",ONEOK CAPITOL PUMP STATION (SITE #555),ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,CARTER,MT,"45,238,011","-104,199,821",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,6,3.4,0,6,NO,NO,NO,,,0,,,,,,,,,,,,,0,140,0,100,0,0,240
20150267,20619,2015,6/26/2015 12:20 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",KANSAS CITY TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,KANSAS CITY,WYANDOTTE,KS,"391,402","-9,460,133",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.16,,0.16,0,NO,NO,NO,,,0,,,,,,,,,,,,,500,20,0,9400,0,0,9920
20150270,21004,2015,6/29/2015 10:25 AM,11733,LOOP LLC,CLOVELLY DOME STORAGE TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,GALLIANO,LAFOURCHE,LA,"2,946,867","-9,025,267",INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.04,,0,0.04,YES,NO,YES,6/29/2015 10:26,6/30/2015 16:09,0,,,,,,,,,,,,,142500,2,0,7500,0,0,150002
20150272,21041,2015,6/30/2015 12:55 PM,31574,"WESTERN REFINING PIPELINE, LLC",MILEPOST 33,ONSHORE,UNDERGROUND,CRUDE OIL,,,,MCKINLEY,NM,"355,314,135","-108,210,311",EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,682,,682,0,NO,NO,YES,6/30/2015 13:21,1/7/2015 7:15,0,,,,,,,,,,,,,35000,31693,0,10000,338307,0,415000
20150271,20635,2015,6/30/2015 1:15 PM,31684,PHILLIPS 66 PIPELINE LLC,SEMINOE PIPELINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,,CARBON,WY,"41,800,416","-107,109,865",OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,260,,260,0,NO,NO,YES,6/30/2015 13:15,2/7/2015 15:23,0,,,,,,,,,,,,,12087,32760,0,0,0,0,44847
20150273,21138,2015,2/7/2015 10:56,31476,ROSE ROCK MIDSTREAM L.P.,"CUNNINGHAM TO ARLINGTON JCT. 12""",ONSHORE,UNDERGROUND,CRUDE OIL,,,,KINGMAN,KS,"3,768,779","-9,840,713",CORROSION,INTERNAL,0.5,,0.5,0,NO,NO,YES,2/7/2015 11:35,3/7/2015 11:00,0,,,,,,,,,,,,,8000,20,0,2500,2000,0,12520
20150260,21821,2015,5/7/2015 12:53,39440,DOUBLE H,ALBIN STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SIDNEY,RICHLAND,MT,"47,805,537","-104,485,472",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.5,,1.5,0,NO,NO,YES,5/7/2015 12:53,6/7/2015 16:00,0,,,,,,,,,,,,,1125,140,0,0,90,0,1355
20150269,21251,2015,6/7/2015 8:00,2552,COLONIAL PIPELINE CO,MITCHELL JUNCTION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,COLUMBIA,CUMBERLAND,VA,"3,766,330,708","-7,823,750,439",MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.12,,0.12,0,NO,NO,NO,,,0,,,,,,,,,,,,,3000,15,0,30000,0,1000,34015
20150268,20719,2015,7/7/2015 7:30,31174,"SHELL PIPELINE CO., L.P.",BENGAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,BATON ROUGE,EAST BATON ROUGE,LA,"3,047,386,943","-9,104,321,944",INCORRECT OPERATION,INCORRECT VALVE POSITION,1,,1,0,NO,NO,YES,7/7/2015 7:33,7/7/2015 13:15,75,,,,,,,,,,,,,60000,0,0,35000,5000,0,100000
20150304,20811,2015,7/7/2015 9:00,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",GALENA PARK,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,GALENA PARK,HARRIS,TX,"2,972,979","-9,522,212",ALL OTHER CAUSES,UNKNOWN,0.07,,0.07,0,NO,NO,YES,7/7/2015 9:00,,0,,,,,,,,,,,,,350000,7,0,0,0,0,350007
20150274,20647,2015,7/7/2015 13:55,22442,WEST TEXAS GULF PIPELINE CO,RANGER STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,RANGER,EASTLAND,TX,"3,249,804","-9,863,654",MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.24,,0,0.24,NO,NO,NO,,,0,,,,,,,,,,,,,15000,250,0,1000,1000,0,17250
